timeseries_id,sensor_id,aggregate,reading_type,kind,preferred,valid_from,valid_to,database_id,path,external_id,device_id,sources,aggregation
B652.VS1_VMM61:d,B652.VS1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B652.VS1_VMM61,,,
B654.VP2_VMM61:d.raw,B654.VP2_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B654.VP2_VMM61_E,,,
B654.VP2_VMM61:d.A,B654.VP2_VMM61.energy,daily,counter,derived,False,,2025-01-09,,,,,B654.VP2_VMM61:d.raw,slice
B654.VP2_VMM61:d.B,B654.VP2_VMM61.energy,daily,counter,derived,False,2025-01-09,,,,,,B654.VP2_VMM61:d.raw,slice
B654.VP2_VMM61:d,B654.VP2_VMM61.energy,daily,counter,derived,True,,,,,,,B654.VP2_VMM61:d.A|B654.VP2_VMM61:d.B,rolling_sum
B655.VP1_VMM61:d,B655.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B655.VP1_VMM61_E,,,
B658.VP1_VMM61:d.raw,B658.VP1_VMM61.energy,daily,counter,raw,False,,2026-02-02,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B658.VP1_VMM61_E,,,
B658.VP1_VMM61:d.A,B658.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-08,,,,,B658.VP1_VMM61:d.raw,slice
B658.VP1_VMM61:d.B,B658.VP1_VMM61.energy,daily,counter,derived,False,2025-01-08,,,,,,B658.VP1_VMM61:d.raw,slice
B658.VP1_VMM61:d,B658.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B658.VP1_VMM61:d.A|B658.VP1_VMM61:d.B,rolling_sum
B661.VP1_VMM61:d,B661.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B661.VP1_VMM61_E,,,
B674.VP1_VMM61:d.raw,B674.VP1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B674.VP1_VMM61_E,,,
B674.VP1_VMM61:d.A,B674.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-09,,,,,B674.VP1_VMM61:d.raw,slice
B674.VP1_VMM61:d.B,B674.VP1_VMM61.energy,daily,counter,derived,False,2025-01-09,,,,,,B674.VP1_VMM61:d.raw,slice
B674.VP1_VMM61:d,B674.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B674.VP1_VMM61:d.A|B674.VP1_VMM61:d.B,rolling_sum
B674.VP2_VMM61:d.raw,B674.VP2_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B674.VP2_VMM61_E,,,
B674.VP2_VMM61:d.A,B674.VP2_VMM61.energy,daily,counter,derived,False,,2025-01-09,,,,,B674.VP2_VMM61:d.raw,slice
B674.VP2_VMM61:d.B,B674.VP2_VMM61.energy,daily,counter,derived,False,2025-01-09,,,,,,B674.VP2_VMM61:d.raw,slice
B674.VP2_VMM61:d,B674.VP2_VMM61.energy,daily,counter,derived,True,,,,,,,B674.VP2_VMM61:d.A|B674.VP2_VMM61:d.B,rolling_sum
B821.VP1_VMM61:d.raw,B821.VP1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B821.VP1_VMM61_E,,,
B821.VP1_VMM61:d.A,B821.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-09,,,,,B821.VP1_VMM61:d.raw,slice
B821.VP1_VMM61:d.B,B821.VP1_VMM61.energy,daily,counter,derived,False,2025-01-09,,,,,,B821.VP1_VMM61:d.raw,slice
B821.VP1_VMM61:d,B821.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B821.VP1_VMM61:d.A|B821.VP1_VMM61:d.B,rolling_sum
B833.VP1_VMM61:d.raw,B833.VP1_VMM61.energy,daily,counter,raw,False,,2026-02-19,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B833.VP1_VMM61_E,,,
B833.VP1_VMM62:d,B833.VP1_VMM62.energy,daily,counter,raw,True,,2026-02-19,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B833.VP1_VMM62_E,,,
B834.VP1_VMM61:d.raw,B834.VP1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B834.VP1_VMM61_E,,,
B834.VP1_VMM61:d.A,B834.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-08,,,,,B834.VP1_VMM61:d.raw,slice
B834.VP1_VMM61:d.B,B834.VP1_VMM61.energy,daily,counter,derived,False,2025-01-08,,,,,,B834.VP1_VMM61:d.raw,slice
B834.VP1_VMM61:d,B834.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B834.VP1_VMM61:d.A|B834.VP1_VMM61:d.B,rolling_sum
B841.VP1_VMM61:d.raw,B841.VP1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B841.VP1_VMM61_E,,,
B841.VP1_VMM61:d.A,B841.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-09,,,,,B841.VP1_VMM61:d.raw,slice
B841.VP1_VMM61:d.B,B841.VP1_VMM61.energy,daily,counter,derived,False,2025-01-09,,,,,,B841.VP1_VMM61:d.raw,slice
B841.VP1_VMM61:d,B841.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B841.VP1_VMM61:d.A|B841.VP1_VMM61:d.B,rolling_sum
B921.VP1_VMM61:d.raw,B921.VP1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B921.VP1_VMM61,,,
B921.VP1_VMM61:d.A,B921.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-09,,,,,B921.VP1_VMM61:d.raw,slice
B921.VP1_VMM61:d.B,B921.VP1_VMM61.energy,daily,counter,derived,False,2025-01-09,,,,,,B921.VP1_VMM61:d.raw,slice
B921.VP1_VMM61:d,B921.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B921.VP1_VMM61:d.A|B921.VP1_VMM61:d.B,rolling_sum
B833.VP1_VMM61:d.A,B833.VP1_VMM61.energy,daily,counter,derived,False,,2025-01-08,,,,,B833.VP1_VMM61:d.raw,slice
B833.VP1_VMM61:d.B,B833.VP1_VMM61.energy,daily,counter,derived,False,2025-01-08,2026-02-19,,,,,B833.VP1_VMM61:d.raw,slice
B833.VP1_VMM61:d.patch,B833.VP1_VMM61.energy,daily,counter,derived,False,2026-02-19,,,,,,B833.VP1_VMM62:d|B834.VP1_VMM61:d.raw,sum
B833.VP1_VMM61:d,B833.VP1_VMM61.energy,daily,counter,derived,True,,,,,,,B833.VP1_VMM61:d.A|B833.VP1_VMM61:d.B|B833.VP1_VMM61:d.patch,rolling_sum
