timeseries_id,sensor_id,aggregate,reading_type,kind,preferred,valid_from,valid_to,database_id,path,external_id,device_id,sources,aggregation
B312.VP2_VMM62:d,B312.VP2_VMM62.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B312.VP2_VMM62_E,,,
B317.VP1_VMM62:d,B317.VP1_VMM62.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B317.VP1_VMM62_E,,,
B381.VP1_VMM61:d,B381.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B381.VP1_VMM61_E,,,
B314.VP1_VMM61:d,B314.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B314.VP1_VMM61_E,,,
B315.VP1_VMM61:d,B315.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B315.VP1_VMM61_E,,,
B318.VP1_VMM61:d,B318.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B318.VP1_VMM61_E,,,
B319.VP1_VMM61:d,B319.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B319.VP1_VMM61,,,
B325.VP1_VMM61:d,B325.VP1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B325.VP1_VMM61,,,
B326.VS1_VMM61:d,B326.VS1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B326.VS1_VMM61,,,
B330.VS1_VMM61:d.A,B330.VS1_VMM61.energy,daily,counter,raw,False,,2025-01-07,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B330.VS1_VMM61_E,,,
B330.VS1_VMM61:d.B,B330.VS1_VMM61.energy,daily,counter,raw,False,2025-01-07,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B330.VS1_VMM61_E,,,
B330.VS1_VMM61:d,B330.VS1_VMM61.energy,daily,counter,derived,True,,,,,,,B330.VS1_VMM61:d.A|B330.VS1_VMM61:d.B,rolling_sum
B334.VS1_VMM61:d.A,B334.VS1_VMM61.energy,daily,counter,raw,False,,2025-01-07,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B334.VS1_VMM61_E,,,
B334.VS1_VMM61:d.B,B334.VS1_VMM61.energy,daily,counter,raw,False,2025-01-07,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B334.VS1_VMM61_E,,,
B334.VS1_VMM61:d,B334.VS1_VMM61.energy,daily,counter,derived,True,,,,,,,B334.VS1_VMM61:d.A|B334.VS1_VMM61:d.B,rolling_sum
B337.VS12_VMM61:d,B337.VS12_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B337.VS12_VMM61_E,,,
B337.VP12_VMM61:d.A,B337.VP12_VMM61.energy,daily,counter,raw,False,,2025-01-07,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B337.VP12_VMM61_E,,,
B337.VP12_VMM61:d.B,B337.VP12_VMM61.energy,daily,counter,raw,False,2025-01-07,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B337.VP12_VMM61_E,,,
