building_id,formula_row,column_ref,sign,role,meter_id,excel_meter_id,faktor,n_terms,derived_from
B313,29,T,+,add,B313.KV1_VMM22_V,B313.KV1_VM22_V,,8,excel_KALLVATTEN
B314,30,S,+,add,B314.KV1_VMM21_V,B314.KV1_VM21_V,,8,excel_KALLVATTEN
B314,30,T,+,add,B314.KV1_VMM22_V,B314.KV1_VM22_V,,8,excel_KALLVATTEN
B314,30,U,+,add,B315.KV1_VMM21_V,B315.KV1_VM21_V,,8,excel_KALLVATTEN
B314,30,V,−,sub,B313.KV1_VMM22_V,B313.KV1_VM22_V,,8,excel_KALLVATTEN
B315,31,S,+,add,B315.KV1_VMM21_V,B315.KV1_VM21_V,,8,excel_KALLVATTEN
B317,33,S,+,add,B317.KV1_VMM23_V,B317.KV1_VM23_V,,8,excel_KALLVATTEN
B317,33,T,+,add,B317.KV1_VMM25_V,B317.KV1_VM25_V,,8,excel_KALLVATTEN
B317,33,U,+,add,B317.KV1_VMM21_V,B317.KV1_VM21_V,,8,excel_KALLVATTEN
B317,33,V,+,add,B317.KV1_VMM22_V,B317.KV1_VM22_V,,8,excel_KALLVATTEN
B318,34,S,+,add,B318.KV1_VMM21_V,B318.KV1_VM21_V,,8,excel_KALLVATTEN
B318,34,T,−,sub,B353.KV1_VMM21_V,B353.KV1_VM21_V,,8,excel_KALLVATTEN
B318,34,U,−,sub,B319.KV1_VMM21,B319.KV1_VM21,,8,excel_KALLVATTEN
B319,35,S,+,add,B319.KV1_VMM21,B319.KV1_VM21,,8,excel_KALLVATTEN
B325,40,S,+,add,B325.KV1_VMM23_V,B325.KV1_VM23_V,,8,excel_KALLVATTEN
B326,41,S,+,add,B326.KV1_VMM21,B326.KV1_VM21,,8,excel_KALLVATTEN
B327,42,S,+,add,B327.KV1_VMM21_V,B327.KV1_VM21_V,,8,excel_KALLVATTEN
B327,42,T,−,sub,B326.KV1_VMM21,B326.KV1_VM21,,8,excel_KALLVATTEN
B330,44,S,+,add,B330.KV1_VMM23_V,B330.KV1_VM23_V,,8,excel_KALLVATTEN
B334,45,S,+,add,B334.KV1_VMM21,B334.KV1_VM21,,8,excel_KALLVATTEN
B334,45,T,−,sub,B330.KV1_VMM23_V,B330.KV1_VM23_V,,8,excel_KALLVATTEN
B337,46,S,+,add,B337.KV1_VMM21_V,B337.KV1_VM21_V,,8,excel_KALLVATTEN
B337,46,T,+,add,B337.KV1_VMM22_V,B337.KV1_VM22_V,,8,excel_KALLVATTEN
B339,47,S,+,add,B339.KV1_VMM23_V,B339.KV1_VM23_V,,8,excel_KALLVATTEN
B339,47,T,−,sub,B318.KV1_VMM21_V,B318.KV1_VM21_V,,8,excel_KALLVATTEN
B341,49,S,+,add,B341.KV1_VMM21_V,B341.KV1_VM21_V,,8,excel_KALLVATTEN
B342,50,S,+,add,B342.KV1_VMM21_V,B342.KV1_VM21_V,,8,excel_KALLVATTEN
B344,52,S,+,add,B344.KV1_VMM21_V,B344.KV1_VM21_V,,8,excel_KALLVATTEN
B353,59,S,+,add,B353.KV1_VMM21_V,B353.KV1_VM21_V,,8,excel_KALLVATTEN
B381,66,S,+,add,B381.KV1_VMM21_V,B381.KV1_VM21_V,,8,excel_KALLVATTEN
B385,68,S,+,add,B385.KV1_VMM21_V,B385.KV1_VM21_V,,8,excel_KALLVATTEN
B389,70,S,+,add,B389.BRV1_VMM21,B389.BRV1_VM21,,8,excel_KALLVATTEN
B392,72,S,+,add,B392.KV1_VMM21,B392.KV1_VM21,,8,excel_KALLVATTEN
B392,72,T,+,add,B392.KV1_VMM22,B392.KV1_VM22,,8,excel_KALLVATTEN
B420,76,S,+,add,B420.KV1_VMM21_V,B420.KV1_VM21_V,,8,excel_KALLVATTEN
