ID,Name,Base,Unit,Phase,Type,Direction,Misc,Description
2052,Power Demand Sub-Interval,,,,,,,
2053,Power Factor Total Last Dmd Interval,,,,,,,
2054,Present Interval Incremental Apparent Energy,,,,,,,
2055,Present Interval Incremental Reactive Energy In,,,,,,,
2056,Present Interval Incremental Reactive Energy Out,,,,,,,
2057,Present Interval Incremental Real Energy In,,,,,,,
2058,Present Interval Incremental Real Energy Out,,,,,,,
2059,Real Energy Total First Shift Last Month,,,,,,,
2060,Real Energy Total First Shift Last Week,,,,,,,
2061,Real Energy Total First Shift This Month,,,,,,,
2062,Real Energy Total First Shift This Week,,,,,,,
2063,Real Energy Total First Shift Today,,,,,,,
2064,Real Energy Total First Shift Yesterday,,,,,,,
2065,Real Energy Total Second Shift Last Month,,,,,,,
2066,Real Energy Total Second Shift Last Week,,,,,,,
2067,Real Energy Total Second Shift This Month,,,,,,,
2068,Real Energy Total Second Shift This Week,,,,,,,
2069,Real Energy Total Second Shift Today,,,,,,,
2070,Real Energy Total Second Shift Yesterday,,,,,,,
2071,Real Energy Total Third Shift Last Month,,,,,,,
2072,Real Energy Total Third Shift Last Week,,,,,,,
2073,Real Energy Total Third Shift This Month,,,,,,,
2074,Real Energy Total Third Shift This Week,,,,,,,
2075,Real Energy Total Third Shift Today,,,,,,,
2076,Real Energy Total Third Shift Yesterday,,,,,,,
2077,Sequence Currents Unbalance,,,,,,,
2078,Sequence Voltages Unbalance,,,,,,,
2079,Shift Active,,,,,,,
2080,Shift Start Time First Shift,,,,,,,
2081,Shift Start Time Second Shift,,,,,,,
2082,Shift Start Time Third Shift,,,,,,,
2083,Standard Digital Input Status,,,,,,,
2084,Standard Input IO Digital Count,,,,,,,
2085,Standard Input IO Label,,,,,,,
2086,Standard Input IO Point Type,,,,,,,
2087,Standard KY Digital Output Status,,,,,,,
2088,Standard KY IO Label,,,,,,,
2089,Standard KY IO Point Type,,,,,,,
2090,Standard KY Relay Control Source,,,,,,,
2091,Standard KY Relay Digital Count,,,,,,,
2092,THD Voltage A-B,,,,,,,
2093,THD Voltage A-N,,,,,,,
2094,THD Voltage B-C,,,,,,,
2095,THD Voltage B-N,,,,,,,
2096,THD Voltage C-A,,,,,,,
2097,THD Voltage C-N,,,,,,,
2098,Voltage Angle Negative Sequence,,,,,,,
2099,Voltage Angle Positive Sequence,,,,,,,
2100,Voltage Angle Zero Sequence,,,,,,,
2101,Voltage Harmonic Magnitude Format,,,,,,,
2102,Voltage Magnitude Negative Sequence,,,,,,,
2103,Voltage Magnitude Positive Sequence,,,,,,,
2104,Voltage Magnitude Zero Sequence,,,,,,,
2105,Voltage N-G,,,,,,,
2106,Voltage Unbalance A-B,,,,,,,
2107,Voltage Unbalance A-N,,,,,,,
2108,Voltage Unbalance B-C,,,,,,,
2109,Voltage Unbalance B-N,,,,,,,
2110,Voltage Unbalance C-A,,,,,,,
2111,Voltage Unbalance C-N,,,,,,,
2112,Voltage Unbalance L-L Worst,,,,,,,
2113,Voltage Unbalance L-N Worst,,,,,,,
2114,Device Label,,,,,,,
2115,Device Nameplate,,,,,,,
2116,Device Wiring Type,,,,,,,
2117,A-AI1 Count (PM8M2222),,,,,,,
2118,A-AI1 Label (PM8M2222),,,,,,,
2119,A-AI1 Status (PM8M2222),,,,,,,
2120,A-AI2 Count (PM8M2222),,,,,,,
2121,A-AI2 Label (PM8M2222),,,,,,,
2122,A-AI2 Status (PM8M2222),,,,,,,
2123,A-AO1 Count (PM8M2222),,,,,,,
2124,A-AO1 Label (PM8M2222),,,,,,,
2125,A-AO1 Status (PM8M2222),,,,,,,
2126,A-AO2 Count (PM8M2222),,,,,,,
2127,A-AO2 Label (PM8M2222),,,,,,,
2128,A-AO2 Status (PM8M2222),,,,,,,
2171,A-S5 Count (PM8M26),,,,,,,
2172,A-S5 Label (PM8M26),,,,,,,
2173,A-S5 Status (PM8M26),,,,,,,
2174,A-S6 Count (PM8M26),,,,,,,
2175,A-S6 Label (PM8M26),,,,,,,
2176,A-S6 Status (PM8M26),,,,,,,
2177,Max THD RMS Voltage A-B,,,,,,,
2178,Max THD RMS Voltage B-C,,,,,,,
2179,Max THD RMS Voltage C-A,,,,,,,
2180,Max THD RMS Voltage A-N,,,,,,,
2181,Max THD RMS Voltage B-N,,,,,,,
2182,Max THD RMS Voltage C-N,,,,,,,
2183,Max THD RMS Current A,,,,,,,
2184,Max THD RMS Current B,,,,,,,
2185,Max THD RMS Current C,,,,,,,
2186,Max THD RMS Current N,,,,,,,
2187,Min THD RMS Voltage A-B,,,,,,,
2188,Min THD RMS Voltage B-C,,,,,,,
2189,Min THD RMS Voltage C-A,,,,,,,
2190,Min THD RMS Voltage A-N,,,,,,,
2191,Min THD RMS Voltage B-N,,,,,,,
2192,Min THD RMS Voltage C-N,,,,,,,
2193,Min THD RMS Current A,,,,,,,
2194,Min THD RMS Current B,,,,,,,
2195,Min THD RMS Current C,,,,,,,
2196,Min THD RMS Current N,,,,,,,
2197,THD RMS Current A,,,,,,,
2198,THD RMS Current B,,,,,,,
2199,THD RMS Current C,,,,,,,
2200,THD RMS Current N,,,,,,,
2201,THD RMS Voltage A-B,,,,,,,
2202,THD RMS Voltage A-N,,,,,,,
2203,THD RMS Voltage B-C,,,,,,,
2204,THD RMS Voltage B-N,,,,,,,
2205,THD RMS Voltage C-A,,,,,,,
2206,THD RMS Voltage C-N,,,,,,,
2207,Breaker Between Positions Status,,,,,,,
2208,Breaker Connected (CE) Status,,,,,,,
2209,Breaker Disconnected (CD) Status,,,,,,,
2210,Breaker In Test (CT) Status,,,,,,,
2211,Long Delay Pickup Status,,,,,,,
2212,Time Loss (Breaker Comms Module) Status,,,,,,,
2213,Time Loss (Cradle Comms Module) Status,,,,,,,
2214,Trip Unit Door Status Status,,,,,,,
2215,Trip Unit LED Battery Status Status,,,,,,,
2216,Trip Unit Loss Internal Comms Status,,,,,,,
2217,Trip Unit Status (SDE) Status,,,,,,,
2218,Fundamental Power Factor Phase A,,,,,,,
2219,Fundamental Power Factor Phase B,,,,,,,
2220,Fundamental Power Factor Phase C,,,,,,,
2221,Fundamental Power Factor Total,,,,,,,
2222,Load Profile 0 to 49 Percent,,,,,,,
2223,Load Profile 50 to 79 Percent,,,,,,,
2224,Load Profile 80 to 89 Percent,,,,,,,
2225,Load Profile 90 to 100 Percent,,,,,,,
2226,Locked Rotor Coefficient,,,,,,,
2227,Locked Rotor Motor Protection Trip,,,,,,,
2228,Locked Rotor Pickup Value,,,,,,,
2229,Locked Rotor Time Delay,,,,,,,
2230,Locked Rotor Trip Counter,,,,,,,
2231,Locked Rotor Trip Enabled,,,,,,,
2232,Locked Rotor Trip Enabled -Bool,,,,,,,
2233,Max Fundamental Power Factor Phase A,,,,,,,
2234,Max Fundamental Power Factor Phase B,,,,,,,
2235,Max Fundamental Power Factor Phase C,,,,,,,
2236,Max Fundamental Power Factor Total,,,,,,,
2237,Min Fundamental Power Factor Phase A,,,,,,,
2238,Min Fundamental Power Factor Phase B,,,,,,,
2239,Min Fundamental Power Factor Phase C,,,,,,,
2240,Min Fundamental Power Factor Total,,,,,,,
2241,Nominal Voltage,,,,,,,
2242,Previous Locked Rotor Coefficient Pickup Value,,,,,,,
2243,Previous Locked Rotor Time Delay,,,,,,,
2244,Previous Locked Rotor Trip Enabled,,,,,,,
2245,Temp Profile Below -30 C,,,,,,,
2246,Temp Profile Above +100 C,,,,,,,
2247,Apparent Energy Total Last Month,,,,,,,
2248,Apparent Energy Total Last Week,,,,,,,
2249,Apparent Energy Total This Month,,,,,,,
2250,Apparent Energy Total This Week,,,,,,,
2251,Apparent Energy Total Today,,,,,,,
2252,Apparent Energy Total Yesterday,,,,,,,
2253,B-AI1 Label (PM8M2222),,,,,,,
2254,B-AI1 Status (PM8M2222),,,,,,,
2255,B-AI2 Label (PM8M2222),,,,,,,
2256,B-AI2 Status (PM8M2222),,,,,,,
2257,B-AO1 Label (PM8M2222),,,,,,,
2258,B-AO1 Status (PM8M2222),,,,,,,
2259,B-AO2 Label (PM8M2222),,,,,,,
2260,B-AO2 Status (PM8M2222),,,,,,,
2303,B-S5 Count (PM8M26),,,,,,,
2304,B-S5 Label (PM8M26),,,,,,,
2305,B-S5 Status (PM8M26),,,,,,,
2306,B-S6 Count (PM8M26),,,,,,,
2307,B-S6 Label (PM8M26),,,,,,,
2308,B-S6 Status (PM8M26),,,,,,,
2309,Count of Voltage Events,,,,,,,
2310,Current Harmonic Magnitude Format Code,,,,,,,
2311,DT Conditional Energy Reset,,,,,,,
2312,DT Last Control Power Failure,,,,,,,
2313,DT Last Increment Energy Update,,,,,,,
2314,DT Last Incremental Energy Reset,,,,,,,
2315,DT Last Reset Accum Energies,,,,,,,
2316,DT Reset Present Month MinMax,,,,,,,
2317,DT Last Reset Peak Dmd Currents,,,,,,,
2318,DT Last Reset Peak Dmd Power,,,,,,,
2319,DT Last Restart,,,,,,,
2320,DT Last Update MinMax,,,,,,,
2321,DT MinMax Prev Month From,,,,,,,
2322,DT MinMax Prev Month To,,,,,,,
2323,Device Clock Date Time,,,,,,,
2324,Max Apparent Power Total Date Time,,,,,,,
2325,Max Apparent Power Total Prev Month Date Time,,,,,,,
2326,Max Current Date Time,,,,,,,
2327,Max Current N,,,,,,,
2328,Max Current N Date Time,,,,,,,
2329,Max Current N Prev Month,,,,,,,
2330,Max Current N Prev Month Date Time,,,,,,,
2331,Max Current Prev Month Date Time,,,,,,,
2332,Max Displacement Power Factor Date Time,,,,,,,
2333,Max Displacement Power Factor Prev Month Date Time,,,,,,,
2334,Max Frequency Date Time,,,,,,,
2335,Max Frequency Prev Month Date Time,,,,,,,
2336,Max Power Factor Date Time,,,,,,,
2337,Max Power Factor Prev Month Date Time,,,,,,,
2338,Max Reactive Power Total Date Time,,,,,,,
2339,Max Reactive Power Total Prev Month Date Time,,,,,,,
2340,Max Real Power Total Date Time,,,,,,,
2341,Max Real Power Total Prev Month Date Time,,,,,,,
2342,Max THD Current Date Time,,,,,,,
2343,Max THD Current Prev Month Date Time,,,,,,,
2344,Max THD Voltage L-L Date Time,,,,,,,
2345,Max THD Voltage L-L Prev Month Date Time,,,,,,,
2346,Max THD Voltage L-N Date Time,,,,,,,
2347,Max THD Voltage L-N Prev Month Date Time,,,,,,,
2348,Max Voltage L-L Date Time,,,,,,,
2349,Max Voltage L-L Prev Month Date Time,,,,,,,
2350,Max Voltage L-N Date Time,,,,,,,
2351,Max Voltage L-N Prev Month Date Time,,,,,,,
2352,Max Voltage N-G,,,,,,,
2353,Max Voltage N-G Date Time,,,,,,,
2354,Max Voltage N-G Prev Month,,,,,,,
2355,Max Voltage N-G Prev Month Date Time,,,,,,,
2356,Max Voltage Unbalance L-L Date Time,,,,,,,
2357,Max Voltage Unbalance L-L Prev Month Date Time,,,,,,,
2358,Max Voltage Unbalance L-N Date Time,,,,,,,
2359,Max Voltage Unbalance L-N Prev Month Date Time,,,,,,,
2360,Min Apparent Power Total Date Time,,,,,,,
2361,Min Apparent Power Total Prev Month Date Time,,,,,,,
2362,Min Current Date Time,,,,,,,
2363,Min Current N,,,,,,,
2364,Min Current N Date Time,,,,,,,
2365,Min Current N Prev Month,,,,,,,
2366,Min Current N Prev Month Date Time,,,,,,,
2367,Min Current Prev Month Date Time,,,,,,,
2368,Min Displacement Power Factor Date Time,,,,,,,
2369,Min Displacement Power Factor Prev Month Date Time,,,,,,,
2370,Min Frequency Date Time,,,,,,,
2371,Min Frequency Prev Month Date Time,,,,,,,
2372,Min Power Factor Date Time,,,,,,,
2373,Min Power Factor Prev Month Date Time,,,,,,,
2374,Min Reactive Power Total Date Time,,,,,,,
2375,Min Reactive Power Total Prev Month Date Time,,,,,,,
2376,Min Real Power Total Date Time,,,,,,,
2377,Min Real Power Total Prev Month Date Time,,,,,,,
2378,Min THD Current Date Time,,,,,,,
2379,Min THD Current Prev Month Date Time,,,,,,,
2380,Min THD Voltage L-L Date Time,,,,,,,
2381,Min THD Voltage L-L Prev Month Date Time,,,,,,,
2382,Min THD Voltage L-N Date Time,,,,,,,
2383,Min THD Voltage L-N Prev Month Date Time,,,,,,,
2384,Min Voltage L-L Date Time,,,,,,,
2385,Min Voltage L-L Prev Month Date Time,,,,,,,
2386,Min Voltage L-N Date Time,,,,,,,
2387,Min Voltage L-N Prev Month Date Time,,,,,,,
2388,Min Voltage N-G,,,,,,,
2389,Min Voltage N-G Date Time,,,,,,,
2390,Min Voltage N-G Prev Month,,,,,,,
2391,Min Voltage N-G Prev Month Date Time,,,,,,,
2392,Min Voltage Unbalance L-L Date Time,,,,,,,
2393,Min Voltage Unbalance L-L Prev Month Date Time,,,,,,,
2394,Min Voltage Unbalance L-N Date Time,,,,,,,
2395,Min Voltage Unbalance L-N Prev Month Date Time,,,,,,,
2396,Power Demand Calculation Mode,,,,,,,
2397,Real Energy Total Last Month,,,,,,,
2398,Real Energy Total Last Week,,,,,,,
2399,Real Energy Total This Month,,,,,,,
2400,Real Energy Total This Week,,,,,,,
2401,Real Energy Total Today,,,,,,,
2402,Real Energy Total Yesterday,,,,,,,
2403,Standard KY Relay Override Status,,,,,,,
2404,THD Calculation Method,,,,,,,
2405,Voltage Harmonic Magnitude Format Code,,,,,,,
2406,A-AI1 Value (PM8M2222),,,,,,,
2407,A-AI2 Value (PM8M2222),,,,,,,
2408,A-AO1 Value (PM8M2222),,,,,,,
2409,A-AO2 Value (PM8M2222),,,,,,,
2410,Active Evaluation Voltage Dips,,,,,,,
2411,B-AI1 Value (PM8M2222),,,,,,,
2412,B-AI2 Value (PM8M2222),,,,,,,
2413,B-AO1 Value (PM8M2222),,,,,,,
2414,B-AO2 Value (PM8M2222),,,,,,,
2415,Device Local Time,,,,,,,
2416,Device Universal Time,,,,,,,
2417,Current Demand Calculation Method,,,,,,,
2418,Evaluation Status Flicker,,,,,,,
2419,Evaluation Status Frequency,,,,,,,
2420,Evaluation Status Harmonic Voltage,,,,,,,
2421,Evaluation Status Long Interruptions of the Supply Voltage,,,,,,,
2422,Evaluation Status Magnitude of Rapid Voltage Change,,,,,,,
2423,Evaluation Status Short Interruptions of the Supply Voltage,,,,,,,
2424,Evaluation Status Supply Voltage Unbalance,,,,,,,
2425,Evaluation Status Supply Voltage Variations,,,,,,,
2426,Evaluation Status Temporary Power Frequency Overvoltages,,,,,,,
2427,Evaluation Status THD,,,,,,,
2428,Evaluation Status Transient Overvoltages,,,,,,,
2429,Evaluation Status Voltage Dips,,,,,,,
2430,Power Demand Calculation Method,,,,,,,
2431,Power Factor Sign Convention,,,,,,,
2432,I a Waveform,,,,,,,
2433,I b Waveform,,,,,,,
2434,I c Waveform,,,,,,,
2435,I g Waveform,,,,,,,
2436,I n Waveform,,,,,,,
2437,V ab Waveform,,,,,,,
2438,V an Waveform,,,,,,,
2439,V bc Waveform,,,,,,,
2440,V bn Waveform,,,,,,,
2441,V ca Waveform,,,,,,,
2442,V cn Waveform,,,,,,,
2443,V ng Waveform,,,,,,,
2444,Setpoint 16 Status,,,,,,,
2445,Setpoint 17 Status,,,,,,,
2446,Setpoint 18 Status,,,,,,,
2447,Setpoint 19 Status,,,,,,,
2448,Setpoint 20 Status,,,,,,,
2449,Setpoint 21 Status,,,,,,,
2450,Setpoint 22 Status,,,,,,,
2451,Setpoint 23 Status,,,,,,,
2452,Setpoint 24 Status,,,,,,,
2453,Setpoint 25 Status,,,,,,,
2454,Setpoint 26 Status,,,,,,,
2455,Setpoint 27 Status,,,,,,,
2456,Setpoint 28 Status,,,,,,,
2457,Setpoint 29 Status,,,,,,,
2458,Setpoint 30 Status,,,,,,,
2459,Setpoint 31 Status,,,,,,,
2460,Setpoint 32 Status,,,,,,,
2461,Setpoint 33 Status,,,,,,,
2462,Setpoint 34 Status,,,,,,,
2463,Setpoint 35 Status,,,,,,,
2464,Setpoint 36 Status,,,,,,,
2465,Setpoint 37 Status,,,,,,,
2466,Setpoint 38 Status,,,,,,,
2467,Setpoint 39 Status,,,,,,,
2468,Setpoint 40 Status,,,,,,,
2469,Setpoint 41 Status,,,,,,,
2470,Setpoint 42 Status,,,,,,,
2471,Setpoint 43 Status,,,,,,,
2472,Setpoint 44 Status,,,,,,,
2473,Setpoint 45 Status,,,,,,,
2474,Setpoint 46 Status,,,,,,,
2475,Setpoint 47 Status,,,,,,,
2476,Setpoint 48 Status,,,,,,,
2477,Setpoint 49 Status,,,,,,,
2478,Setpoint 50 Status,,,,,,,
2479,Setpoint 51 Status,,,,,,,
2480,Setpoint 52 Status,,,,,,,
2481,Setpoint 53 Status,,,,,,,
2482,Setpoint 54 Status,,,,,,,
2483,Setpoint 55 Status,,,,,,,
2484,Setpoint 56 Status,,,,,,,
2485,Setpoint 57 Status,,,,,,,
2486,Setpoint 58 Status,,,,,,,
2487,Setpoint 59 Status,,,,,,,
2488,Setpoint 60 Status,,,,,,,
2489,Setpoint 61 Status,,,,,,,
2490,Setpoint 62 Status,,,,,,,
2491,Setpoint 63 Status,,,,,,,
2492,Setpoint 64 Status,,,,,,,
2493,Setpoint 65 Status,,,,,,,
2494,Setpoint 66 Status,,,,,,,
2495,Setpoint 67 Status,,,,,,,
2496,Setpoint 68 Status,,,,,,,
2497,Setpoint 69 Status,,,,,,,
2498,Setpoint 70 Status,,,,,,,
2499,Setpoint 71 Status,,,,,,,
2500,Setpoint 72 Status,,,,,,,
2501,Setpoint 73 Status,,,,,,,
2502,Setpoint 74 Status,,,,,,,
2503,Setpoint 75 Status,,,,,,,
2504,Setpoint 76 Status,,,,,,,
2505,Setpoint 77 Status,,,,,,,
2506,Setpoint 78 Status,,,,,,,
2507,Setpoint 79 Status,,,,,,,
2508,Setpoint 80 Status,,,,,,,
2509,Setpoint 81 Status,,,,,,,
2510,Setpoint 82 Status,,,,,,,
2511,Setpoint 83 Status,,,,,,,
2512,Setpoint 84 Status,,,,,,,
2513,Setpoint 85 Status,,,,,,,
2514,Setpoint 86 Status,,,,,,,
2515,Setpoint 87 Status,,,,,,,
2516,Setpoint 88 Status,,,,,,,
2517,Setpoint 89 Status,,,,,,,
2518,Setpoint 90 Status,,,,,,,
2519,Setpoint 91 Status,,,,,,,
2520,Setpoint 92 Status,,,,,,,
2521,Setpoint 93 Status,,,,,,,
2522,Setpoint 94 Status,,,,,,,
2523,Setpoint 95 Status,,,,,,,
2524,Setpoint 96 Status,,,,,,,
2525,Setpoint 97 Status,,,,,,,
2526,Setpoint 98 Status,,,,,,,
2527,Setpoint 99 Status,,,,,,,
2528,Setpoint 100 Status,,,,,,,
2529,Setpoint 101 Status,,,,,,,
2530,Setpoint 102 Status,,,,,,,
2531,Setpoint 103 Status,,,,,,,
2532,Setpoint 104 Status,,,,,,,
2533,Setpoint 105 Status,,,,,,,
2534,Setpoint 106 Status,,,,,,,
2535,Setpoint 107 Status,,,,,,,
2536,Setpoint 108 Status,,,,,,,
2537,Setpoint 109 Status,,,,,,,
2538,Setpoint 110 Status,,,,,,,
2539,Setpoint 111 Status,,,,,,,
2540,Setpoint 112 Status,,,,,,,
2541,Setpoint 113 Status,,,,,,,
2542,Setpoint 114 Status,,,,,,,
2543,Setpoint 115 Status,,,,,,,
2544,Setpoint 116 Status,,,,,,,
2545,Setpoint 117 Status,,,,,,,
2546,Setpoint 118 Status,,,,,,,
2547,Setpoint 119 Status,,,,,,,
2548,Setpoint 120 Status,,,,,,,
2549,Setpoint 121 Status,,,,,,,
2550,Setpoint 122 Status,,,,,,,
2551,Setpoint 123 Status,,,,,,,
2552,Setpoint 124 Status,,,,,,,
2553,Setpoint 125 Status,,,,,,,
2554,Setpoint 126 Status,,,,,,,
2555,Setpoint 127 Status,,,,,,,
2556,Setpoint 128 Status,,,,,,,
2557,Setpoint 129 Status,,,,,,,
2558,Setpoint 130 Status,,,,,,,
2559,Setpoint 131 Status,,,,,,,
2560,Setpoint 132 Status,,,,,,,
2561,Setpoint 133 Status,,,,,,,
2562,Setpoint 134 Status,,,,,,,
2563,Setpoint 135 Status,,,,,,,
2564,Setpoint 136 Status,,,,,,,
2565,Setpoint 137 Status,,,,,,,
2566,Setpoint 138 Status,,,,,,,
2567,Setpoint 139 Status,,,,,,,
2568,Setpoint 140 Status,,,,,,,
2569,Setpoint 141 Status,,,,,,,
2570,Setpoint 142 Status,,,,,,,
2571,Setpoint 143 Status,,,,,,,
2572,Setpoint 144 Status,,,,,,,
2573,Setpoint 145 Status,,,,,,,
2574,Setpoint 146 Status,,,,,,,
2575,Setpoint 147 Status,,,,,,,
2576,Setpoint 148 Status,,,,,,,
2577,Setpoint 149 Status,,,,,,,
2578,Setpoint 150 Status,,,,,,,
2579,Setpoint 151 Status,,,,,,,
2580,Setpoint 152 Status,,,,,,,
2581,Setpoint 153 Status,,,,,,,
2582,Setpoint 154 Status,,,,,,,
2583,Setpoint 155 Status,,,,,,,
2584,Setpoint 156 Status,,,,,,,
2585,Setpoint 157 Status,,,,,,,
2586,Setpoint 158 Status,,,,,,,
2587,Setpoint 159 Status,,,,,,,
2588,Setpoint 160 Status,,,,,,,
2589,Setpoint 161 Status,,,,,,,
2590,Setpoint 162 Status,,,,,,,
2591,Setpoint 163 Status,,,,,,,
2592,Setpoint 164 Status,,,,,,,
2593,Setpoint 165 Status,,,,,,,
2594,Setpoint 166 Status,,,,,,,
2595,Setpoint 167 Status,,,,,,,
2596,Setpoint 168 Status,,,,,,,
2597,Setpoint 169 Status,,,,,,,
2598,Setpoint 170 Status,,,,,,,
2599,Setpoint 171 Status,,,,,,,
2600,Setpoint 172 Status,,,,,,,
2601,Setpoint 173 Status,,,,,,,
2602,Setpoint 174 Status,,,,,,,
2603,Setpoint 175 Status,,,,,,,
2604,WAGES External Input 1 Average Demand,,,,,,,
2605,WAGES External Input 2 Average Demand,,,,,,,
2606,WAGES External Input 3 Average Demand,,,,,,,
2607,WAGES External Input 4 Average Demand,,,,,,,
2608,WAGES External Input 5 Average Demand,,,,,,,
2609,WAGES External Input 1 Consumption Units,,,,,,,
2610,WAGES External Input 2 Consumption Units,,,,,,,
2611,WAGES External Input 3 Consumption Units,,,,,,,
2612,WAGES External Input 4 Consumption Units,,,,,,,
2613,WAGES External Input 5 Consumption Units,,,,,,,
2614,WAGES External Input 1 Cumulative Usage,,,,,,,
2615,WAGES External Input 2 Cumulative Usage,,,,,,,
2616,WAGES External Input 3 Cumulative Usage,,,,,,,
2617,WAGES External Input 4 Cumulative Usage,,,,,,,
2618,WAGES External Input 5 Cumulative Usage,,,,,,,
2619,WAGES External Input 1 Demand Last,,,,,,,
2620,WAGES External Input 2 Demand Last,,,,,,,
2621,WAGES External Input 3 Demand Last,,,,,,,
2622,WAGES External Input 4 Demand Last,,,,,,,
2623,WAGES External Input 5 Demand Last,,,,,,,
2624,WAGES External Input 1 Label,,,,,,,
2625,WAGES External Input 2 Label,,,,,,,
2626,WAGES External Input 3 Label,,,,,,,
2627,WAGES External Input 4 Label,,,,,,,
2628,WAGES External Input 5 Label,,,,,,,
2629,WAGES External Input 1 Minimum Demand,,,,,,,
2630,WAGES External Input 2 Minimum Demand,,,,,,,
2631,WAGES External Input 3 Minimum Demand,,,,,,,
2632,WAGES External Input 4 Minimum Demand,,,,,,,
2633,WAGES External Input 5 Minimum Demand,,,,,,,
2634,WAGES External Input 1 Minimum Demand Date Time,,,,,,,
2635,WAGES External Input 2 Minimum Demand Date Time,,,,,,,
2636,WAGES External Input 3 Minimum Demand Date Time,,,,,,,
2637,WAGES External Input 4 Minimum Demand Date Time,,,,,,,
2638,WAGES External Input 5 Minimum Demand Date Time,,,,,,,
2639,WAGES External Input 1 Peak Demand,,,,,,,
2640,WAGES External Input 2 Peak Demand,,,,,,,
2641,WAGES External Input 3 Peak Demand,,,,,,,
2642,WAGES External Input 4 Peak Demand,,,,,,,
2643,WAGES External Input 5 Peak Demand,,,,,,,
2644,WAGES External Input 1 Peak Demand Date Time,,,,,,,
2645,WAGES External Input 2 Peak Demand Date Time,,,,,,,
2646,WAGES External Input 3 Peak Demand Date Time,,,,,,,
2647,WAGES External Input 4 Peak Demand Date Time,,,,,,,
2648,WAGES External Input 5 Peak Demand Date Time,,,,,,,
2649,WAGES External Input 1 Present Demand,,,,,,,
2650,WAGES External Input 2 Present Demand,,,,,,,
2651,WAGES External Input 3 Present Demand,,,,,,,
2652,WAGES External Input 4 Present Demand,,,,,,,
2653,WAGES External Input 5 Present Demand,,,,,,,
2654,WAGES External Input 1 Rate Units,,,,,,,
2655,WAGES External Input 2 Rate Units,,,,,,,
2656,WAGES External Input 3 Rate Units,,,,,,,
2657,WAGES External Input 4 Rate Units,,,,,,,
2658,WAGES External Input 5 Rate Units,,,,,,,
2659,Apparent Energy Delivered + Received Rate A,,,,,,,
2660,Apparent Energy Delivered + Received Rate B,,,,,,,
2661,Current Demand Calculation Method Code,,,,,,,
2662,Resistance,,,,,,,
2663,Capacitance,,,,,,,
2664,Alarm Threshold,,,,,,,
2665,Pre-Alarm Threshold,,,,,,,
2666,DT Last Reset Input Metering,,,,,,,
2667,DT Last Voltage Disurbance Event Log Reset,,,,,,,
2668,DT Max KVAD in Last Incremental Energy Interval,,,,,,,
2669,DT Max KVARD in Last Incremental Energy Interval,,,,,,,
2670,DT Max KWD in Last Incremental Energy Interval,,,,,,,
2671,DT Peak Demand Apparent Power,,,,,,,
2672,DT Peak Demand Current A,,,,,,,
2673,DT Peak Demand Current Avg,,,,,,,
2674,DT Peak Demand Current B,,,,,,,
2675,DT Peak Demand Current C,,,,,,,
2676,DT Peak Demand Current N,,,,,,,
2677,DT Peak Demand Reactive Power,,,,,,,
2678,DT Peak Demand Real Power,,,,,,,
2679,Input Metering Demand Calculation Method,,,,,,,
2681,Harmonic Current A,,,,,,,
2682,Harmonic Current B,,,,,,,
2683,Harmonic Current C,,,,,,,
2684,Harmonic Current N,,,,,,,
2685,Harmonic Voltage A-N or A-B,,,,,,,
2686,Harmonic Voltage B-N or B-C,,,,,,,
2687,Harmonic Voltage C-N or C-A,,,,,,,
2688,Uptime Percent,,,,,,,
2689,Uptime Last 12 Months,,,,,,,
2690,Downtime Last 12 Months,,,,,,,
2691,Power Demand Calculation Method Code,,,,,,,
2692,Setpoint 181 Status,,,,,,,
2693,Setpoint 182 Status,,,,,,,
2694,Setpoint 183 Status,,,,,,,
2695,Setpoint 184 Status,,,,,,,
2696,Setpoint 185 Status,,,,,,,
2697,Standard Input IO Count,,,,,,,
2698,Standard KY IO Count,,,,,,,
2699,Alarm 01 Cause,,,,,,,
2700,Alarm 01 Date Time,,,,,,,
2701,Alarm 02 Cause,,,,,,,
2702,Alarm 02 Date Time,,,,,,,
2703,Alarm 03 Cause,,,,,,,
2704,Alarm 03 Date Time,,,,,,,
2705,Alarm 04 Cause,,,,,,,
2706,Alarm 04 Date Time,,,,,,,
2707,Alarm 05 Cause,,,,,,,
2708,Alarm 05 Date Time,,,,,,,
2709,Alarm 06 Cause,,,,,,,
2710,Alarm 06 Date Time,,,,,,,
2711,Alarm 07 Cause,,,,,,,
2712,Alarm 07 Date Time,,,,,,,
2713,Alarm 08 Cause,,,,,,,
2714,Alarm 08 Date Time,,,,,,,
2715,Alarm 09 Cause,,,,,,,
2716,Alarm 09 Date Time,,,,,,,
2717,Alarm 10 Cause,,,,,,,
2718,Alarm 10 Date Time,,,,,,,
2719,Breaker Energized Count,,,,,,,
2720,Breaker Reset Count,,,,,,,
2721,Breaker Between Positions,,,,,,,
2722,Breaker Connected,,,,,,,
2723,Breaker Disconnected,,,,,,,
2724,Breaker in Test,,,,,,,
2725,Breaker LDPU in Progress,,,,,,,
2726,Breaker Nominal Current,,,,,,,
2727,Cause of Last Trip,,,,,,,
2728,Circuit Breaker Characteristic 0,,,,,,,
2729,Circuit Breaker Characteristic 1,,,,,,,
2730,Circuit Breaker Characteristic 2,,,,,,,
