ID,Name,Base,Unit,Phase,Type,Direction,Misc,Description
3896,Steam Heat Flow Current Day Total (MBTU ISO),,,,,,,
3897,Steam Heat Flow Current Day Total (MMBTU ISO),,,,,,,
3898,Steam Heat Flow Rate (MJ/s),,,,,,,
3899,Steam Heat Flow Rate (J/s),,,,,,,
3900,Steam Heat Flow Rate (kJ/s),,,,,,,
3901,Steam Heat Flow Rate (BTU 59/h),,,,,,,
3902,Steam Heat Flow Rate (MBTU 59/h),,,,,,,
3903,Steam Heat Flow Rate (MMBTU 59/h),,,,,,,
3904,Steam Heat Flow Rate (BTU ISO/h),,,,,,,
3905,Steam Heat Flow Rate (MBTU ISO/h),,,,,,,
3906,Steam Heat Flow Rate (MMBTU ISO/h),,,,,,,
3907,Wastewater Mass (kg),,,,,,,
3908,Wastewater Mass (lb av),,,,,,,
3909,Wastewater Mass (Mlb av),,,,,,,
3910,Wastewater Mass (MMlb av),,,,,,,
3911,Wastewater Mass (t),,,,,,,
3912,Wastewater Mass (sh tn),,,,,,,
3913,Wastewater Mass Previous Day Total (kg),,,,,,,
3914,Wastewater Mass Previous Day Total (lb av),,,,,,,
3915,Wastewater Mass Previous Day Total (Mlb av),,,,,,,
3916,Wastewater Mass Previous Day Total (MMlb av),,,,,,,
3917,Wastewater Mass Previous Day Total (t),,,,,,,
3918,Wastewater Mass Previous Day Total (sh tn),,,,,,,
3919,Wastewater Mass Current Day Total (kg),,,,,,,
3920,Wastewater Mass Current Day Total (lb av),,,,,,,
3921,Wastewater Mass Current Day Total (Mlb av),,,,,,,
3922,Wastewater Mass Current Day Total (MMlb av),,,,,,,
3923,Wastewater Mass Current Day Total (t),,,,,,,
3924,Wastewater Mass Current Day Total (sh tn),,,,,,,
3925,Wastewater Mass Flow Rate (kg/s),,,,,,,
3926,Wastewater Mass Flow Rate (kg/h),,,,,,,
3927,Wastewater Mass Flow Rate (lb av/h),,,,,,,
3928,Wastewater Mass Flow Rate (t/h),,,,,,,
3929,Wastewater Mass Flow Rate (sh tn/h),,,,,,,
3930,Wastewater Mass Flow Rate Hourly Average (kg/s),,,,,,,
3931,Wastewater Mass Flow Rate Hourly Average (kg/h),,,,,,,
3932,Wastewater Mass Flow Rate Hourly Average (lb av/h),,,,,,,
3933,Wastewater Mass Flow Rate Hourly Average (t/h),,,,,,,
3934,Wastewater Mass Flow Rate Hourly Average (sh tn/h),,,,,,,
3935,Wastewater Mass Flow Rate Daily Average (kg/s),,,,,,,
3936,Wastewater Mass Flow Rate Daily Average (kg/h),,,,,,,
3937,Wastewater Mass Flow Rate Daily Average (lb av/h),,,,,,,
3938,Wastewater Mass Flow Rate Daily Average (t/h),,,,,,,
3939,Wastewater Mass Flow Rate Daily Average (sh tn/h),,,,,,,
3940,Wastewater Mass Flow Rate Weekly Average (kg/s),,,,,,,
3941,Wastewater Mass Flow Rate Weekly Average (kg/h),,,,,,,
3942,Wastewater Mass Flow Rate Weekly Average (lb av/h),,,,,,,
3943,Wastewater Mass Flow Rate Weekly Average (t/h),,,,,,,
3944,Wastewater Mass Flow Rate Weekly Average (sh tn/h),,,,,,,
3945,Wastewater Mass Flow Rate Monthly Average (kg/s),,,,,,,
3946,Wastewater Mass Flow Rate Monthly Average (kg/h),,,,,,,
3947,Wastewater Mass Flow Rate Monthly Average (lb av/h),,,,,,,
3948,Wastewater Mass Flow Rate Monthly Average (t/h),,,,,,,
3949,Wastewater Mass Flow Rate Monthly Average (sh tn/h),,,,,,,
3950,Wastewater Mass Flow Rate Max (kg/s),,,,,,,
3951,Wastewater Mass Flow Rate Min (kg/s),,,,,,,
3952,Wastewater Mass Flow Rate Max (kg/h),,,,,,,
3953,Wastewater Mass Flow Rate Min (kg/h),,,,,,,
3954,Wastewater Mass Flow Rate Max (t/h),,,,,,,
3955,Wastewater Mass Flow Rate Min (t/h),,,,,,,
3956,Wastewater Mass Flow Rate Max (lb av/h),,,,,,,
3957,Wastewater Mass Flow Rate Min (lb av/h),,,,,,,
3958,Wastewater Mass Flow Rate Max (sh tn/h),,,,,,,
3959,Wastewater Mass Flow Rate Min (sh tn/h),,,,,,,
3960,Water Volume (m^3),,,,,,,
3961,Water Volume (L),,,,,,,
3962,Water Volume (hL),,,,,,,
3963,Water Volume (cf),,,,,,,
3964,Water Volume (Ccf),,,,,,,
3965,Water Volume (Mcf),,,,,,,
3966,Water Volume (MMcf),,,,,,,
3971,Water Volume (gal),,,,,,,
3972,Water Volume Previous Day Total (m^3),,,,,,,
3973,Water Volume Previous Day Total (L),,,,,,,
3974,Water Volume Previous Day Total (hL),,,,,,,
3975,Water Volume Previous Day Total (cf),,,,,,,
3976,Water Volume Previous Day Total (Ccf),,,,,,,
3977,Water Volume Previous Day Total (Mcf),,,,,,,
3978,Water Volume Previous Day Total (MMcf),,,,,,,
3983,Water Volume Previous Day Total (gal),,,,,,,
3984,Water Volume Current Day Total (m^3),,,,,,,
3985,Water Volume Current Day Total (L),,,,,,,
3986,Water Volume Current Day Total (hL),,,,,,,
3987,Water Volume Current Day Total (cf),,,,,,,
3988,Water Volume Current Day Total (Ccf),,,,,,,
3989,Water Volume Current Day Total (Mcf),,,,,,,
3990,Water Volume Current Day Total (MMcf),,,,,,,
3995,Water Volume Current Day Total (gal),,,,,,,
3996,Water Volume Flow Rate (m^3/s),,,,,,,
3997,Water Volume Flow Rate (m^3/min),,,,,,,
3998,Water Volume Flow Rate (m^3/h),,,,,,,
3999,Water Volume Flow Rate (gal/s),,,,,,,
4000,Water Volume Flow Rate (gal/min),,,,,,,
4001,Water Volume Flow Rate (gal/h),,,,,,,
4002,Water Volume Flow Rate (cf/s),,,,,,,
4003,Water Volume Flow Rate (cf/min),,,,,,,
4004,Water Volume Flow Rate (cf/h),,,,,,,
4008,Water Volume Flow Rate (L/s),,,,,,,
4009,Water Volume Flow Rate (L/min),,,,,,,
4010,Water Volume Flow Rate (L/h),,,,,,,
4011,Water Volume Flow Rate Hourly Average (m^3/s),,,,,,,
4012,Water Volume Flow Rate Hourly Average (m^3/min),,,,,,,
4013,Water Volume Flow Rate Hourly Average (m^3/h),,,,,,,
4014,Water Volume Flow Rate Hourly Average (gal/s),,,,,,,
4015,Water Volume Flow Rate Hourly Average (gal/min),,,,,,,
4016,Water Volume Flow Rate Hourly Average (gal/h),,,,,,,
4017,Water Volume Flow Rate Hourly Average (cf/s),,,,,,,
4018,Water Volume Flow Rate Hourly Average (cf/min),,,,,,,
4019,Water Volume Flow Rate Hourly Average (cf/h),,,,,,,
4023,Water Volume Flow Rate Hourly Average (L/s),,,,,,,
4024,Water Volume Flow Rate Hourly Average (L/min),,,,,,,
4025,Water Volume Flow Rate Hourly Average (L/h),,,,,,,
4026,Water Volume Flow Rate Daily Average (m^3/s),,,,,,,
4027,Water Volume Flow Rate Daily Average (m^3/min),,,,,,,
4028,Water Volume Flow Rate Daily Average (m^3/h),,,,,,,
4029,Water Volume Flow Rate Daily Average (gal/s),,,,,,,
4030,Water Volume Flow Rate Daily Average (gal/min),,,,,,,
4031,Water Volume Flow Rate Daily Average (gal/h),,,,,,,
4032,Water Volume Flow Rate Daily Average (cf/s),,,,,,,
4033,Water Volume Flow Rate Daily Average (cf/min),,,,,,,
4034,Water Volume Flow Rate Daily Average (cf/h),,,,,,,
4038,Water Volume Flow Rate Daily Average (L/s),,,,,,,
4039,Water Volume Flow Rate Daily Average (L/min),,,,,,,
4040,Water Volume Flow Rate Daily Average (L/h),,,,,,,
4041,Water Volume Flow Rate Weekly Average (m^3/s),,,,,,,
4042,Water Volume Flow Rate Weekly Average (m^3/min),,,,,,,
4043,Water Volume Flow Rate Weekly Average (m^3/h),,,,,,,
4044,Water Volume Flow Rate Weekly Average (gal/s),,,,,,,
4045,Water Volume Flow Rate Weekly Average (gal/min),,,,,,,
4046,Water Volume Flow Rate Weekly Average (gal/h),,,,,,,
4047,Water Volume Flow Rate Weekly Average (cf/s),,,,,,,
4048,Water Volume Flow Rate Weekly Average (cf/min),,,,,,,
4049,Water Volume Flow Rate Weekly Average (cf/h),,,,,,,
4053,Water Volume Flow Rate Weekly Average (L/s),,,,,,,
4054,Water Volume Flow Rate Weekly Average (L/min),,,,,,,
4055,Water Volume Flow Rate Weekly Average (L/h),,,,,,,
4056,Water Volume Flow Rate Monthly Average (m^3/s),,,,,,,
4057,Water Volume Flow Rate Monthly Average (m^3/min),,,,,,,
4058,Water Volume Flow Rate Monthly Average (m^3/h),,,,,,,
4059,Water Volume Flow Rate Monthly Average (gal/s),,,,,,,
4060,Water Volume Flow Rate Monthly Average (gal/min),,,,,,,
4061,Water Volume Flow Rate Monthly Average (gal/h),,,,,,,
4062,Water Volume Flow Rate Monthly Average (cf/s),,,,,,,
4063,Water Volume Flow Rate Monthly Average (cf/min),,,,,,,
4064,Water Volume Flow Rate Monthly Average (cf/h),,,,,,,
4068,Water Volume Flow Rate Monthly Average (L/s),,,,,,,
4069,Water Volume Flow Rate Monthly Average (L/min),,,,,,,
4070,Water Volume Flow Rate Monthly Average (L/h),,,,,,,
4071,Water Volume Flow Rate Max (m^3/s),,,,,,,
4072,Water Volume Flow Rate Min (m^3/s),,,,,,,
4073,Water Volume Flow Rate Max (m^3/min),,,,,,,
4074,Water Volume Flow Rate Min (m^3/min),,,,,,,
4075,Water Volume Flow Rate Max (m^3/h),,,,,,,
4076,Water Volume Flow Rate Min (m^3/h),,,,,,,
4077,Water Volume Flow Rate Max (L/s),,,,,,,
4078,Water Volume Flow Rate Min (L/s),,,,,,,
4079,Water Volume Flow Rate Max (L/min),,,,,,,
4080,Water Volume Flow Rate Min (L/min),,,,,,,
4081,Water Volume Flow Rate Max (L/h),,,,,,,
4082,Water Volume Flow Rate Min (L/h),,,,,,,
4083,Water Volume Flow Rate Max (gal/s),,,,,,,
4084,Water Volume Flow Rate Min (gal/s),,,,,,,
4085,Water Volume Flow Rate Max (gal/min),,,,,,,
4086,Water Volume Flow Rate Min (gal/min),,,,,,,
4087,Water Volume Flow Rate Max (gal/h),,,,,,,
4088,Water Volume Flow Rate Min (gal/h),,,,,,,
4089,Water Volume Flow Rate Max (cf/s),,,,,,,
4090,Water Volume Flow Rate Min (cf/s),,,,,,,
4091,Water Volume Flow Rate Max (cf/min),,,,,,,
4092,Water Volume Flow Rate Min (cf/min),,,,,,,
4093,Water Volume Flow Rate Max (cf/h),,,,,,,
4094,Water Volume Flow Rate Min (cf/h),,,,,,,
4101,Water Heat Flow Rate Hourly Average (MJ/s),,,,,,,
4102,Water Heat Flow Rate Hourly Average (J/s),,,,,,,
4103,Water Heat Flow Rate Hourly Average (kJ/s),,,,,,,
4104,Water Heat Flow Rate Hourly Average (BTU 59/h),,,,,,,
4105,Water Heat Flow Rate Hourly Average (MBTU 59/h),,,,,,,
4106,Water Heat Flow Rate Hourly Average (MMBTU 59/h),,,,,,,
4107,Water Heat Flow Rate Hourly Average (BTU ISO/h),,,,,,,
4108,Water Heat Flow Rate Hourly Average (MBTU ISO/h),,,,,,,
4109,Water Heat Flow Rate Hourly Average (MMBTU ISO/h),,,,,,,
4110,Water Heat Flow Rate Daily Average (MJ/s),,,,,,,
4111,Water Heat Flow Rate Daily Average (J/s),,,,,,,
4112,Water Heat Flow Rate Daily Average (kJ/s),,,,,,,
4113,Water Heat Flow Rate Daily Average (BTU 59/h),,,,,,,
4114,Water Heat Flow Rate Daily Average (MBTU 59/h),,,,,,,
4115,Water Heat Flow Rate Daily Average (MMBTU 59/h),,,,,,,
4116,Water Heat Flow Rate Daily Average (BTU ISO/h),,,,,,,
4117,Water Heat Flow Rate Daily Average (MBTU ISO/h),,,,,,,
4118,Water Heat Flow Rate Daily Average (MMBTU ISO/h),,,,,,,
4119,Water Heat Flow Rate Weekly Average (MJ/s),,,,,,,
4120,Water Heat Flow Rate Weekly Average (J/s),,,,,,,
4121,Water Heat Flow Rate Weekly Average (kJ/s),,,,,,,
4122,Water Heat Flow Rate Weekly Average (BTU 59/h),,,,,,,
4123,Water Heat Flow Rate Weekly Average (MBTU 59/h),,,,,,,
4124,Water Heat Flow Rate Weekly Average (MMBTU 59/h),,,,,,,
4125,Water Heat Flow Rate Weekly Average (BTU ISO/h),,,,,,,
4126,Water Heat Flow Rate Weekly Average (MBTU ISO/h),,,,,,,
4127,Water Heat Flow Rate Weekly Average (MMBTU ISO/h),,,,,,,
4128,Water Heat Flow Rate Monthly Average (MJ/s),,,,,,,
4129,Water Heat Flow Rate Monthly Average (J/s),,,,,,,
4130,Water Heat Flow Rate Monthly Average (kJ/s),,,,,,,
4131,Water Heat Flow Rate Monthly Average (BTU 59/h),,,,,,,
4132,Water Heat Flow Rate Monthly Average (MBTU 59/h),,,,,,,
4133,Water Heat Flow Rate Monthly Average (MMBTU 59/h),,,,,,,
4134,Water Heat Flow Rate Monthly Average (BTU ISO/h),,,,,,,
4135,Water Heat Flow Rate Monthly Average (MBTU ISO/h),,,,,,,
4136,Water Heat Flow Rate Monthly Average (MMBTU ISO/h),,,,,,,
4137,Water Heat Flow Rate Max (MJ/s),,,,,,,
4138,Water Heat Flow Rate Min (MJ/s),,,,,,,
4139,Water Heat Flow Rate Max (J/s),,,,,,,
4140,Water Heat Flow Rate Min (J/s),,,,,,,
4141,Water Heat Flow Rate Max (kJ/s),,,,,,,
4142,Water Heat Flow Rate Min (kJ/s),,,,,,,
4143,Water Heat Flow Rate Max (BTU 59/h),,,,,,,
4144,Water Heat Flow Rate Min (BTU 59/h),,,,,,,
4145,Water Heat Flow Rate Max (MBTU 59/h),,,,,,,
4146,Water Heat Flow Rate Min (MBTU 59/h),,,,,,,
4147,Water Heat Flow Rate Max (MMBTU 59/h),,,,,,,
4148,Water Heat Flow Rate Min (MMBTU 59/h),,,,,,,
4149,Water Heat Flow Rate Max (BTU ISO/h),,,,,,,
4150,Water Heat Flow Rate Min (BTU ISO/h),,,,,,,
4151,Water Heat Flow Rate Max (MBTU ISO/h),,,,,,,
4152,Water Heat Flow Rate Min (MBTU ISO/h),,,,,,,
4153,Water Heat Flow Rate Max (MMBTU ISO/h),,,,,,,
4154,Water Heat Flow Rate Min (MMBTU ISO/h),,,,,,,
4155,Water Temperature Supply (deg C),,,,,,,
4156,Water Temperature Supply (deg F),,,,,,,
4157,Water Temperature Supply Hourly Average (deg C),,,,,,,
4158,Water Temperature Supply Hourly Average (deg F),,,,,,,
4159,Water Temperature Supply Daily Average (deg C),,,,,,,
4160,Water Temperature Supply Daily Average (deg F),,,,,,,
4161,Water Temperature Supply Weekly Average (deg C),,,,,,,
4162,Water Temperature Supply Weekly Average (deg F),,,,,,,
4163,Water Temperature Supply Monthly Average (deg C),,,,,,,
4164,Water Temperature Supply Monthly Average (deg F),,,,,,,
4165,Water Temperature Supply Max (deg C),,,,,,,
4166,Water Temperature Supply Min (deg C),,,,,,,
4167,Water Temperature Supply Max (deg F),,,,,,,
4168,Water Temperature Supply Min (deg F),,,,,,,
4169,Water Temperature Return (deg C),,,,,,,
4170,Water Temperature Return (deg F),,,,,,,
4171,Water Temperature Return Hourly Average (deg C),,,,,,,
4172,Water Temperature Return Hourly Average (deg F),,,,,,,
4173,Water Temperature Return Daily Average (deg C),,,,,,,
4174,Water Temperature Return Daily Average (deg F),,,,,,,
4175,Water Temperature Return Weekly Average (deg C),,,,,,,
4176,Water Temperature Return Weekly Average (deg F),,,,,,,
4177,Water Temperature Return Monthly Average (deg C),,,,,,,
4178,Water Temperature Return Monthly Average (deg F),,,,,,,
4179,Water Temperature Return Max (deg C),,,,,,,
4180,Water Temperature Return Min (deg C),,,,,,,
4181,Water Temperature Return Max (deg F),,,,,,,
4182,Water Temperature Return Min (deg F),,,,,,,
4183,Air Pressure (kPa),,,,,,,
4184,Air Pressure (Pa),,,,,,,
4186,Air Pressure (bar),,,,,,,
4187,Air Pressure (in Hg),,,,,,,
4188,Air Pressure (N/m^2),,,,,,,
4189,Air Pressure Hourly Average (kPa),,,,,,,
4190,Air Pressure Hourly Average (Pa),,,,,,,
4191,Air Pressure Hourly Average (psi),,,,,,,
4192,Air Pressure Hourly Average (bar),,,,,,,
4193,Air Pressure Hourly Average (in Hg),,,,,,,
4194,Air Pressure Hourly Average (N/m^2),,,,,,,
4195,Air Pressure Daily Average (kPa),,,,,,,
4196,Air Pressure Daily Average (Pa),,,,,,,
4197,Air Pressure Daily Average (psi),,,,,,,
4198,Air Pressure Daily Average (bar),,,,,,,
4199,Air Pressure Daily Average (in Hg),,,,,,,
4200,Air Pressure Daily Average (N/m^2),,,,,,,
4201,Air Pressure Weekly Average (kPa),,,,,,,
4202,Air Pressure Weekly Average (Pa),,,,,,,
4203,Air Pressure Weekly Average (psi),,,,,,,
4204,Air Pressure Weekly Average (bar),,,,,,,
4205,Air Pressure Weekly Average (in Hg),,,,,,,
4206,Air Pressure Weekly Average (N/m^2),,,,,,,
4207,Air Pressure Monthly Average (kPa),,,,,,,
4208,Air Pressure Monthly Average (Pa),,,,,,,
4209,Air Pressure Monthly Average (psi),,,,,,,
4210,Air Pressure Monthly Average (bar),,,,,,,
4211,Air Pressure Monthly Average (in Hg),,,,,,,
4212,Air Pressure Monthly Average (N/m^2),,,,,,,
4213,Air Pressure Max (kPa),,,,,,,
4214,Air Pressure Min (kPa),,,,,,,
4215,Air Pressure Max (Pa),,,,,,,
4216,Air Pressure Min (Pa),,,,,,,
4217,Air Pressure Max (bar),,,,,,,
4218,Air Pressure Min (bar),,,,,,,
4219,Air Pressure Max (N/m^2),,,,,,,
4220,Air Pressure Min (N/m^2),,,,,,,
4221,Air Pressure Max (psi),,,,,,,
4222,Air Pressure Min (psi),,,,,,,
4223,Air Pressure Max (in Hg),,,,,,,
4224,Air Pressure Min (in Hg),,,,,,,
4225,Air Volume Flow Rate (m^3/s),,,,,,,
4226,Air Volume Flow Rate (m^3/min),,,,,,,
4227,Air Volume Flow Rate (m^3/h),,,,,,,
4228,Air Volume Flow Rate (cf/s),,,,,,,
4229,Air Volume Flow Rate (cf/min),,,,,,,
4230,Air Volume Flow Rate (cf/h),,,,,,,
4231,Air Volume Flow Rate (scf/s),,,,,,,
4232,Air Volume Flow Rate (scf/min),,,,,,,
4233,Air Volume Flow Rate (scf/h),,,,,,,
4234,Air Volume Flow Rate Hourly Average (m^3/s),,,,,,,
4235,Air Volume Flow Rate Hourly Average (m^3/min),,,,,,,
4236,Air Volume Flow Rate Hourly Average (m^3/h),,,,,,,
4237,Air Volume Flow Rate Hourly Average (cf/s),,,,,,,
4238,Air Volume Flow Rate Hourly Average (cf/min),,,,,,,
4239,Air Volume Flow Rate Hourly Average (cf/h),,,,,,,
4240,Air Volume Flow Rate Hourly Average (scf/s),,,,,,,
4241,Air Volume Flow Rate Hourly Average (scf/min),,,,,,,
4242,Air Volume Flow Rate Hourly Average (scf/h),,,,,,,
4243,Air Volume Flow Rate Daily Average (m^3/s),,,,,,,
4244,Air Volume Flow Rate Daily Average (m^3/min),,,,,,,
4245,Air Volume Flow Rate Daily Average (m^3/h),,,,,,,
4246,Air Volume Flow Rate Daily Average (cf/s),,,,,,,
4247,Air Volume Flow Rate Daily Average (cf/min),,,,,,,
4248,Air Volume Flow Rate Daily Average (cf/h),,,,,,,
4249,Air Volume Flow Rate Daily Average (scf/s),,,,,,,
4250,Air Volume Flow Rate Daily Average (scf/min),,,,,,,
4251,Air Volume Flow Rate Daily Average (scf/h),,,,,,,
4252,Air Volume Flow Rate Weekly Average (m^3/s),,,,,,,
4253,Air Volume Flow Rate Weekly Average (m^3/min),,,,,,,
4254,Air Volume Flow Rate Weekly Average (m^3/h),,,,,,,
4255,Air Volume Flow Rate Weekly Average (cf/s),,,,,,,
4256,Air Volume Flow Rate Weekly Average (cf/min),,,,,,,
4257,Air Volume Flow Rate Weekly Average (cf/h),,,,,,,
4258,Air Volume Flow Rate Weekly Average (scf/s),,,,,,,
4259,Air Volume Flow Rate Weekly Average (scf/min),,,,,,,
4260,Air Volume Flow Rate Weekly Average (scf/h),,,,,,,
4261,Air Volume Flow Rate Monthly Average (m^3/s),,,,,,,
4262,Air Volume Flow Rate Monthly Average (m^3/min),,,,,,,
4263,Air Volume Flow Rate Monthly Average (m^3/h),,,,,,,
4264,Air Volume Flow Rate Monthly Average (cf/s),,,,,,,
4265,Air Volume Flow Rate Monthly Average (cf/min),,,,,,,
4266,Air Volume Flow Rate Monthly Average (cf/h),,,,,,,
4267,Air Volume Flow Rate Monthly Average (scf/s),,,,,,,
4268,Air Volume Flow Rate Monthly Average (scf/min),,,,,,,
4269,Air Volume Flow Rate Monthly Average (scf/h),,,,,,,
4270,Air Volume Flow Rate Max (m^3/s),,,,,,,
4271,Air Volume Flow Rate Min (m^3/s),,,,,,,
4272,Air Volume Flow Rate Max (m^3/min),,,,,,,
4273,Air Volume Flow Rate Min (m^3/min),,,,,,,
4274,Air Volume Flow Rate Max (m^3/h),,,,,,,
4275,Air Volume Flow Rate Min (m^3/h),,,,,,,
4276,Air Volume Flow Rate Max (cf/s),,,,,,,
4277,Air Volume Flow Rate Min (cf/s),,,,,,,
4278,Air Volume Flow Rate Max (cf/min),,,,,,,
4279,Air Volume Flow Rate Min (cf/min),,,,,,,
4280,Air Volume Flow Rate Max (cf/h),,,,,,,
4281,Air Volume Flow Rate Min (cf/h),,,,,,,
4282,Air Volume Flow Rate Max (scf/s),,,,,,,
4283,Air Volume Flow Rate Min (scf/s),,,,,,,
4284,Air Volume Flow Rate Max (scf/min),,,,,,,
4285,Air Volume Flow Rate Min (scf/min),,,,,,,
4286,Air Volume Flow Rate Max (scf/h),,,,,,,
4287,Air Volume Flow Rate Min (scf/h),,,,,,,
4288,Air Temperature (deg C),,,,,,,
4289,Air Temperature (deg F),,,,,,,
4290,Air Temperature Hourly Average (deg C),,,,,,,
4291,Air Temperature Hourly Average (deg F),,,,,,,
4292,Air Temperature Daily Average (deg C),,,,,,,
4293,Air Temperature Daily Average (deg F),,,,,,,
4294,Air Temperature Weekly Average (deg C),,,,,,,
4295,Air Temperature Weekly Average (deg F),,,,,,,
4296,Air Temperature Monthly Average (deg C),,,,,,,
4297,Air Temperature Monthly Average (deg F),,,,,,,
4298,Air Temperature Max (deg C),,,,,,,
4299,Air Temperature Min (deg C),,,,,,,
4300,Air Temperature Max (deg F),,,,,,,
4301,Air Temperature Min (deg F),,,,,,,
4302,Natural Gas Volume (m^3),,,,,,,
4303,Natural Gas Volume (cf),,,,,,,
4304,Natural Gas Volume (Ccf),,,,,,,
4305,Natural Gas Volume (Mcf),,,,,,,
4306,Natural Gas Volume (MMcf),,,,,,,
4307,Natural Gas Volume (scf),,,,,,,
4308,Natural Gas Volume (Cscf),,,,,,,
4309,Natural Gas Volume (Mscf),,,,,,,
4310,Natural Gas Volume (MMscf),,,,,,,
4311,Natural Gas Volume Current Day Total (m^3),,,,,,,
4312,Natural Gas Volume Current Day Total (cf),,,,,,,
4313,Natural Gas Volume Current Day Total (Ccf),,,,,,,
4314,Natural Gas Volume Current Day Total (Mcf),,,,,,,
4315,Natural Gas Volume Current Day Total (MMcf),,,,,,,
4316,Natural Gas Volume Current Day Total (scf),,,,,,,
4317,Natural Gas Volume Current Day Total (Cscf),,,,,,,
4318,Natural Gas Volume Current Day Total (Mscf),,,,,,,
4319,Natural Gas Volume Current Day Total (MMscf),,,,,,,
4320,Natural Gas Energy Flow (MJ),,,,,,,
4321,Natural Gas Energy Flow (J),,,,,,,
4322,Natural Gas Energy Flow (kJ),,,,,,,
4323,Natural Gas Energy Flow (GJ),,,,,,,
4324,Natural Gas Energy Flow (BTU 59),,,,,,,
4325,Natural Gas Energy Flow (MBTU 59),,,,,,,
4326,Natural Gas Energy Flow (MMBTU 59),,,,,,,
4327,Natural Gas Energy Flow (BTU ISO),,,,,,,
4328,Natural Gas Energy Flow (MBTU ISO),,,,,,,
4329,Natural Gas Energy Flow (MMBTU ISO),,,,,,,
4330,Natural Gas Energy Flow (thm),,,,,,,
4331,Natural Gas Energy Flow Previous Day Total (MJ),,,,,,,
4332,Natural Gas Energy Flow Previous Day Total (J),,,,,,,
4333,Natural Gas Energy Flow Previous Day Total (kJ),,,,,,,
4334,Natural Gas Energy Flow Previous Day Total (GJ),,,,,,,
4335,Natural Gas Energy Flow Previous Day Total (BTU 59),,,,,,,
4336,Natural Gas Energy Flow Previous Day Total (MBTU 59),,,,,,,
4337,Natural Gas Energy Flow Previous Day Total (MMBTU 59),,,,,,,
4338,Natural Gas Energy Flow Previous Day Total (BTU ISO),,,,,,,
4339,Natural Gas Energy Flow Previous Day Total (MBTU ISO),,,,,,,
4340,Natural Gas Energy Flow Previous Day Total (MMBTU ISO),,,,,,,
4341,Natural Gas Energy Flow Previous Day Total (thm),,,,,,,
4342,Natural Gas Energy Flow Current Day Total (MJ),,,,,,,
4343,Natural Gas Energy Flow Current Day Total (J),,,,,,,
4344,Natural Gas Energy Flow Current Day Total (kJ),,,,,,,
4345,Natural Gas Energy Flow Current Day Total (GJ),,,,,,,
4346,Natural Gas Energy Flow Current Day Total (BTU 59),,,,,,,
4347,Natural Gas Energy Flow Current Day Total (MBTU 59),,,,,,,
4348,Natural Gas Energy Flow Current Day Total (MMBTU 59),,,,,,,
4349,Natural Gas Energy Flow Current Day Total (BTU ISO),,,,,,,
4350,Natural Gas Energy Flow Current Day Total (MBTU ISO),,,,,,,
4351,Natural Gas Energy Flow Current Day Total (MMBTU ISO),,,,,,,
4352,Natural Gas Energy Flow Current Day Total (thm),,,,,,,
4353,Natural Gas Volume Flow Rate (m^3/s),,,,,,,
4354,Natural Gas Volume Flow Rate (m^3/min),,,,,,,
4355,Natural Gas Volume Flow Rate (m^3/h),,,,,,,
4356,Natural Gas Volume Flow Rate (cf/s),,,,,,,
4357,Natural Gas Volume Flow Rate (cf/min),,,,,,,
4358,Natural Gas Volume Flow Rate (cf/h),,,,,,,
4359,Natural Gas Volume Flow Rate (scf/s),,,,,,,
4360,Natural Gas Volume Flow Rate (scf/min),,,,,,,
4361,Natural Gas Volume Flow Rate (scf/h),,,,,,,
4362,Natural Gas Volume Flow Rate Hourly Average (m^3/s),,,,,,,
4363,Natural Gas Volume Flow Rate Hourly Average (m^3/min),,,,,,,
4364,Natural Gas Volume Flow Rate Hourly Average (m^3/h),,,,,,,
4365,Natural Gas Volume Flow Rate Hourly Average (cf/s),,,,,,,
4366,Natural Gas Volume Flow Rate Hourly Average (cf/min),,,,,,,
4367,Natural Gas Volume Flow Rate Hourly Average (cf/h),,,,,,,
4368,Natural Gas Volume Flow Rate Hourly Average (scf/s),,,,,,,
4369,Natural Gas Volume Flow Rate Hourly Average (scf/min),,,,,,,
4370,Natural Gas Volume Flow Rate Hourly Average (scf/h),,,,,,,
4371,Natural Gas Volume Flow Rate Daily Average (m^3/s),,,,,,,
4372,Natural Gas Volume Flow Rate Daily Average (m^3/min),,,,,,,
4373,Natural Gas Volume Flow Rate Daily Average (m^3/h),,,,,,,
4374,Natural Gas Volume Flow Rate Daily Average (cf/s),,,,,,,
4375,Natural Gas Volume Flow Rate Daily Average (cf/min),,,,,,,
4376,Natural Gas Volume Flow Rate Daily Average (cf/h),,,,,,,
4377,Natural Gas Volume Flow Rate Daily Average (scf/s),,,,,,,
4378,Natural Gas Volume Flow Rate Daily Average (scf/min),,,,,,,
4379,Natural Gas Volume Flow Rate Daily Average (scf/h),,,,,,,
4380,Natural Gas Volume Flow Rate Weekly Average (m^3/s),,,,,,,
4381,Natural Gas Volume Flow Rate Weekly Average (m^3/min),,,,,,,
4382,Natural Gas Volume Flow Rate Weekly Average (m^3/h),,,,,,,
4383,Natural Gas Volume Flow Rate Weekly Average (cf/s),,,,,,,
4384,Natural Gas Volume Flow Rate Weekly Average (cf/min),,,,,,,
4385,Natural Gas Volume Flow Rate Weekly Average (cf/h),,,,,,,
